,id,host_since,host_neighbourhood,host_total_listings_count,neighbourhood_cleansed,neighbourhood_group_cleansed,zipcode,latitude,longitude,property_type,room_type,bed_type,square_feet,price,security_deposit,cleaning_fee,availability_365,number_of_reviews,review_scores_value,cancellation_policy,calculated_host_listings_count,geolocation,profile_pic,identity_verified,location_exact,instant_bookable,license_required,guest_pic_required,superhost,guest_phone_verification
1935,13873470,2015-11-24,Arapiles,14.0,Arapiles,Chamberí,28015,40.43318604070147,-3.710659655664504,Apartment,Entire home/apt,Real Bed,,39.0,,15.0,121,18,9.0,moderate,12.0,"40.43318604070147, -3.7106596556645037",True,True,False,False,True,False,False,False
1936,1323495,2013-06-25,Arapiles,26.0,Arapiles,Chamberí,28015,40.43080583835823,-3.7095908072604726,Apartment,Private room,Real Bed,,53.0,,,279,0,,flexible,26.0,"40.43080583835823, -3.7095908072604726",True,False,True,False,True,False,False,False
1937,16887853,2017-01-22,Arapiles,1.0,Arapiles,Chamberí,28015,40.43839655650218,-3.7105752420652767,Apartment,Private room,Real Bed,,24.0,,6.0,97,0,,flexible,1.0,"40.438396556502184, -3.7105752420652767",True,False,True,True,True,False,False,False
1938,16717381,2017-01-10,,1.0,Arapiles,Chamberí,28015,40.43594963789846,-3.7051593585937086,Apartment,Private room,Real Bed,,22.0,,,63,15,9.0,strict,1.0,"40.43594963789846, -3.7051593585937086",True,True,False,True,True,False,False,False
1939,13558723,2013-06-15,,1.0,Trafalgar,Chamberí,28010,40.43116088744495,-3.704433567818728,Apartment,Entire home/apt,Real Bed,,60.0,,20.0,7,1,10.0,flexible,1.0,"40.431160887444946, -3.704433567818728",True,False,False,False,True,False,False,False
1940,6159615,2013-06-23,Trafalgar,1.0,Trafalgar,Chamberí,28010,40.4371869992865,-3.703793721750115,Apartment,Entire home/apt,Real Bed,,75.0,100.0,20.0,100,1,10.0,strict,1.0,"40.4371869992865, -3.703793721750115",True,False,True,False,True,False,False,False
1941,10697270,2016-01-19,Trafalgar,1.0,Trafalgar,Chamberí,28010,40.434905039135394,-3.7018729962108208,Apartment,Entire home/apt,Real Bed,,50.0,,15.0,62,33,9.0,moderate,1.0,"40.434905039135394, -3.7018729962108208",True,True,True,False,True,False,False,False
1942,18050167,2011-07-07,Trafalgar,3.0,Trafalgar,Chamberí,28010,40.42973315575044,-3.702740162482993,Apartment,Private room,Real Bed,,30.0,,,0,0,,flexible,2.0,"40.42973315575044, -3.702740162482993",True,True,True,False,True,False,False,False
1943,10149516,2015-12-19,Trafalgar,8.0,Trafalgar,Chamberí,28010,40.43808795053814,-3.70178573102163,Apartment,Entire home/apt,Real Bed,,49.0,,30.0,365,7,9.0,strict,8.0,"40.43808795053814, -3.70178573102163",True,True,True,False,True,False,False,False
1944,10789641,2015-10-04,,1.0,Trafalgar,Chamberí,28010,40.431279151011424,-3.7003434549251706,Apartment,Entire home/apt,Pull-out Sofa,,35.0,,15.0,0,41,9.0,moderate,1.0,"40.431279151011424, -3.7003434549251706",True,True,False,True,True,False,False,False
1945,7540743,2015-07-25,,1.0,Trafalgar,Chamberí,28015,40.43814590865951,-3.7037894430737546,Apartment,Entire home/apt,Real Bed,,153.0,250.0,40.0,197,14,10.0,strict,1.0,"40.43814590865951, -3.7037894430737546",True,False,False,False,True,False,False,False
1946,3049149,2010-09-17,Trafalgar,1.0,Trafalgar,Chamberí,28010,40.431113793019456,-3.703999198471718,Apartment,Private room,Real Bed,,27.0,,,0,0,,flexible,1.0,"40.431113793019456, -3.703999198471718",True,False,True,False,True,False,False,False
1947,10084201,2015-12-19,Trafalgar,8.0,Trafalgar,Chamberí,28010,40.437980062585446,-3.703686380119271,Apartment,Entire home/apt,Real Bed,,35.0,,30.0,165,0,,strict,8.0,"40.437980062585446, -3.7036863801192705",True,True,True,False,True,False,False,False
1948,15251392,2015-12-19,Trafalgar,8.0,Trafalgar,Chamberí,28010,40.43561220631654,-3.700081869682458,Apartment,Entire home/apt,Real Bed,,55.0,,30.0,358,3,4.0,flexible,8.0,"40.43561220631654, -3.700081869682458",True,True,True,False,True,False,False,False
1949,15174318,2016-09-22,,1.0,Trafalgar,Chamberí,28010,40.435349670427456,-3.701446961251552,Condominium,Entire home/apt,Real Bed,,100.0,,25.0,100,7,10.0,moderate,1.0,"40.435349670427456, -3.7014469612515515",True,False,False,True,True,False,False,False
1950,7882429,2012-09-30,Trafalgar,15.0,Trafalgar,Chamberí,28010,40.437988161173934,-3.701157776626561,Apartment,Entire home/apt,Real Bed,,49.0,,30.0,360,22,8.0,strict,11.0,"40.437988161173934, -3.701157776626561",True,True,True,False,True,False,False,False
1951,1894143,2013-09-09,Trafalgar,1.0,Trafalgar,Chamberí,28010,40.43648202019377,-3.701928519994095,Apartment,Entire home/apt,Real Bed,323.0,60.0,,25.0,128,37,9.0,moderate,1.0,"40.43648202019377, -3.7019285199940946",True,False,True,True,True,False,False,False
1952,15561890,2015-03-26,,1.0,Trafalgar,Chamberí,28010,40.432784633716885,-3.7018602939138936,Other,Entire home/apt,Real Bed,,145.0,,,326,7,10.0,moderate,1.0,"40.432784633716885, -3.7018602939138936",True,True,False,False,True,False,False,False
1953,13662617,2016-06-23,Trafalgar,1.0,Trafalgar,Chamberí,28010,40.43089019988653,-3.700778163024652,Apartment,Entire home/apt,Pull-out Sofa,,55.0,200.0,30.0,158,9,9.0,moderate,1.0,"40.430890199886534, -3.700778163024652",True,False,True,False,True,False,False,False
1954,12242112,2016-04-05,Trafalgar,1.0,Trafalgar,Chamberí,28010,40.434537243419136,-3.702276394444659,Apartment,Private room,Real Bed,,35.0,,,73,19,10.0,moderate,1.0,"40.434537243419136, -3.702276394444659",True,True,True,False,True,False,True,False
1955,4718650,2014-12-01,,3.0,Trafalgar,Chamberí,28010,40.43431035894822,-3.698933687770352,Apartment,Private room,Real Bed,,25.0,,20.0,338,2,9.0,strict,2.0,"40.43431035894822, -3.698933687770352",True,True,False,True,True,False,False,False
1956,5256603,2014-09-19,Rios Rosas,164.0,Trafalgar,Chamberí,28010,40.42927556405123,-3.702138808015336,Apartment,Entire home/apt,Real Bed,,160.0,200.0,70.0,0,11,9.0,strict,145.0,"40.42927556405123, -3.7021388080153357",True,False,True,True,True,False,False,False
1957,17050183,2016-03-30,Trafalgar,1.0,Trafalgar,Chamberí,28010,40.43152180506404,-3.698868948228644,Condominium,Private room,Real Bed,,67.0,100.0,10.0,165,3,7.0,moderate,1.0,"40.43152180506404, -3.698868948228644",True,False,True,False,True,False,False,False
1958,9348632,2015-10-07,Trafalgar,9.0,Trafalgar,Chamberí,28003,40.437892328321496,-3.701092767987173,Apartment,Entire home/apt,Real Bed,,39.0,,30.0,149,3,6.0,strict,9.0,"40.437892328321496, -3.701092767987173",True,False,True,False,True,False,False,False
1959,8591704,2014-10-29,Trafalgar,8.0,Trafalgar,Chamberí,28010,40.43672106069005,-3.7035040027706247,Apartment,Entire home/apt,Real Bed,,45.0,,15.0,313,29,10.0,flexible,7.0,"40.436721060690054, -3.7035040027706247",True,False,True,True,True,False,False,False
1960,2837625,2012-11-07,Almagro,4.0,Almagro,Chamberí,28004,40.426327049126165,-3.691842990679071,Apartment,Entire home/apt,Real Bed,,145.0,,50.0,273,80,9.0,strict,3.0,"40.426327049126165, -3.691842990679071",True,True,False,True,True,False,False,False
1961,858176,2012-12-25,Almagro,2.0,Almagro,Chamberí,28010,40.43297060487396,-3.6951907338142345,Loft,Entire home/apt,Real Bed,,90.0,,20.0,0,7,9.0,flexible,1.0,"40.43297060487396, -3.6951907338142345",True,True,True,False,True,False,False,False
1963,368043,2012-03-04,Fuencarral-el Pardo,1.0,Pilar,Fuencarral - El Pardo,28029,40.47216082194701,-3.709699510123323,Apartment,Private room,Real Bed,,18.0,,,326,26,9.0,flexible,1.0,"40.472160821947014, -3.709699510123323",True,False,True,False,True,False,False,False
1964,6187858,2014-01-02,Fuencarral-el Pardo,3.0,Pilar,Fuencarral - El Pardo,28029,40.47617893702246,-3.7101775765433103,Apartment,Private room,Real Bed,,19.0,200.0,,56,21,9.0,strict,3.0,"40.47617893702246, -3.7101775765433103",True,True,False,False,True,False,False,False
1965,6234730,2015-05-01,Moncloa,1.0,Valdezarza,Moncloa - Aravaca,28035,40.46778850076908,-3.7202422140017366,Bed & Breakfast,Private room,Real Bed,,19.0,,,0,1,10.0,flexible,1.0,"40.467788500769075, -3.7202422140017366",True,False,True,True,True,False,False,False
1966,15935207,2016-11-12,Fuencarral-el Pardo,1.0,Valverde,Fuencarral - El Pardo,28034,40.48369941573806,-3.686895472328517,Apartment,Private room,Real Bed,,19.0,,,216,7,9.0,flexible,1.0,"40.48369941573806, -3.6868954723285166",True,True,True,False,True,False,False,False
1967,11571096,2016-03-01,Fuencarral-el Pardo,1.0,Valverde,Fuencarral - El Pardo,28034,40.4863997321075,-3.6904763808662713,Apartment,Private room,Real Bed,,25.0,,,156,6,8.0,flexible,1.0,"40.4863997321075, -3.6904763808662713",True,True,True,False,True,False,False,False
1968,9052971,2015-04-15,,1.0,Casa de Campo,Moncloa - Aravaca,28008,40.42129146213309,-3.718877456405405,Apartment,Private room,Real Bed,,21.0,,5.0,146,27,9.0,moderate,1.0,"40.42129146213309, -3.718877456405405",True,True,False,False,True,False,False,False
1969,8793972,2015-10-08,Argüelles,1.0,Casa de Campo,Moncloa - Aravaca,28008,40.42525761169449,-3.7242731689251856,Apartment,Private room,Real Bed,,35.0,300.0,15.0,169,7,9.0,moderate,1.0,"40.42525761169449, -3.7242731689251856",True,False,True,False,True,False,True,False
1970,16026325,2016-10-02,Argüelles,1.0,Casa de Campo,Moncloa - Aravaca,28008,40.4207198340163,-3.718504999070939,Loft,Private room,Real Bed,,70.0,,10.0,324,12,10.0,strict,1.0,"40.4207198340163, -3.718504999070939",True,True,True,True,True,False,False,False
1971,6469268,2015-05-15,Moncloa,4.0,Ciudad Universitaria,Moncloa - Aravaca,28040,40.45316563797817,-3.716833556035521,Apartment,Private room,Real Bed,,30.0,120.0,,0,0,,moderate,4.0,"40.45316563797817, -3.7168335560355206",True,False,True,False,True,False,False,False
1972,16152766,2014-08-13,Moncloa,2.0,Ciudad Universitaria,Moncloa - Aravaca,28040,40.45588938956285,-3.712965345417092,House,Private room,Real Bed,,20.0,,,155,3,10.0,flexible,1.0,"40.45588938956285, -3.712965345417092",True,True,True,False,True,False,False,False
1973,8404895,2015-09-13,,3.0,Ciudad Universitaria,Moncloa - Aravaca,28035,40.46502808531674,-3.724429575553626,Bed & Breakfast,Private room,Real Bed,,39.0,,,299,18,9.0,flexible,3.0,"40.46502808531674, -3.724429575553626",True,True,False,False,True,False,False,False
1974,17953974,2017-03-29,,1.0,Ciudad Universitaria,Moncloa - Aravaca,28035,40.46377125295107,-3.7217810272364535,Apartment,Private room,Real Bed,,411.0,,,180,0,,flexible,1.0,"40.46377125295107, -3.7217810272364535",True,False,False,True,True,False,False,False
1975,17962719,2017-03-29,,1.0,Ciudad Universitaria,Moncloa - Aravaca,28035,40.46381867049378,-3.726628570363211,House,Private room,Real Bed,,403.0,,,181,0,,flexible,1.0,"40.46381867049378, -3.726628570363211",True,False,False,True,True,False,False,False
1976,16343945,2016-12-12,Puente de Vallecas,1.0,Numancia,Puente de Vallecas,28038,40.40215307905891,-3.661660700760028,Apartment,Entire home/apt,Real Bed,,60.0,,,24,14,10.0,moderate,1.0,"40.40215307905891, -3.6616607007600277",True,False,True,True,True,False,False,False
1977,706835,2012-09-05,Puente de Vallecas,1.0,Numancia,Puente de Vallecas,28038,40.397072634136094,-3.6624325256226737,House,Private room,Real Bed,,17.0,,,365,2,10.0,moderate,1.0,"40.397072634136094, -3.6624325256226737",True,False,True,False,True,False,False,False
1978,15062139,2015-11-22,Puente de Vallecas,7.0,Numancia,Puente de Vallecas,28038,40.40074814477247,-3.665245611260018,Apartment,Entire home/apt,Real Bed,,63.0,,,300,6,10.0,strict,7.0,"40.40074814477247, -3.6652456112600182",True,False,True,True,True,False,False,False
1979,17664224,2013-04-05,,1.0,Numancia,Puente de Vallecas,28038,40.3968623118629,-3.660087903211946,Apartment,Entire home/apt,Real Bed,,40.0,,,91,0,,flexible,1.0,"40.396862311862904, -3.660087903211946",True,False,False,True,True,False,False,False
1980,6034957,2013-08-03,Moncloa,1.0,Aravaca,Moncloa - Aravaca,28023,40.44724528403536,-3.7859720068751193,Apartment,Private room,Real Bed,,40.0,,,365,0,,flexible,1.0,"40.44724528403536, -3.7859720068751193",True,False,True,False,True,False,False,False
1982,17900282,2017-03-24,,1.0,Puerta del Angel,Latina,28011,40.4046511924158,-3.7394773784359945,Apartment,Entire home/apt,Real Bed,,40.0,,,132,2,9.0,flexible,1.0,"40.4046511924158, -3.7394773784359945",True,False,False,False,True,False,False,False
1983,5954131,2015-04-09,Aluche,1.0,Puerta del Angel,Latina,28011,40.41036661360256,-3.724205414610912,Apartment,Entire home/apt,Real Bed,,73.0,150.0,30.0,309,97,10.0,moderate,1.0,"40.410366613602555, -3.7242054146109123",True,True,True,False,True,False,True,False
1984,11585178,2014-08-02,Aluche,6.0,Puerta del Angel,Latina,28011,40.410226834296246,-3.736564230128425,Apartment,Entire home/apt,Real Bed,,35.0,,15.0,183,42,8.0,strict,2.0,"40.410226834296246, -3.736564230128425",True,True,True,True,True,False,False,False
1985,16254614,2015-04-29,,3.0,Puerta del Angel,Latina,28011,40.41259169554568,-3.7250175564243375,Apartment,Entire home/apt,Real Bed,,42.0,100.0,25.0,67,9,7.0,strict,3.0,"40.41259169554568, -3.7250175564243384",True,True,False,True,True,False,False,False
1986,892774,2011-12-03,Aluche,2.0,Puerta del Angel,Latina,28011,40.4102889917086,-3.7300662974458314,Apartment,Entire home/apt,Real Bed,,39.0,200.0,50.0,274,26,9.0,strict,1.0,"40.4102889917086, -3.7300662974458305",True,True,True,False,True,False,False,False
1987,1586115,2013-08-27,Aluche,2.0,Puerta del Angel,Latina,28011,40.40910639642465,-3.7307206804231767,Apartment,Private room,Real Bed,,22.0,100.0,10.0,365,12,8.0,strict,2.0,"40.40910639642465, -3.7307206804231767",True,True,True,False,True,False,False,False
1988,746642,2012-10-19,,2.0,Castillejos,Tetuán,28020,40.45838314243285,-3.6966896063637114,Apartment,Entire home/apt,Real Bed,,125.0,400.0,40.0,288,7,10.0,flexible,2.0,"40.458383142432844, -3.6966896063637105",True,False,True,False,True,False,False,False
1989,15925772,2016-11-11,Castillejos,5.0,Castillejos,Tetuán,28020,40.45802660477112,-3.698896640313712,Boutique hotel,Private room,Real Bed,,55.0,,,357,4,10.0,flexible,5.0,"40.45802660477112, -3.698896640313712",True,False,True,False,True,False,False,False
1990,8245491,2015-09-06,Almenara,1.0,Almenara,Tetuán,28046,40.47125759834854,-3.688794129546432,House,Private room,Real Bed,,30.0,,,365,0,,flexible,1.0,"40.47125759834854, -3.6887941295464324",True,False,True,False,True,False,False,False
1992,11684196,2016-03-08,Almenara,1.0,Almenara,Tetuán,28029,40.47375971769487,-3.6886334104531473,Apartment,Entire home/apt,Real Bed,,110.0,400.0,35.0,281,15,9.0,strict,1.0,"40.47375971769487, -3.6886334104531473",True,False,True,True,True,False,True,False
1993,1038650,2012-06-01,Almenara,36.0,Almenara,Tetuán,28029,40.47146353413273,-3.6912615068526455,Apartment,Entire home/apt,Real Bed,,78.0,150.0,,195,13,8.0,moderate,26.0,"40.47146353413273, -3.6912615068526455",True,True,True,False,True,False,False,False
1994,13526745,2015-10-19,Almenara,4.0,Almenara,Tetuán,28029,40.46758359240492,-3.6950360210135136,Apartment,Private room,Real Bed,,24.0,,,319,59,10.0,moderate,4.0,"40.46758359240492, -3.6950360210135136",True,True,True,True,True,False,False,False
1995,3101373,2014-05-20,Almenara,1.0,Almenara,Tetuán,28029,40.47232224904169,-3.6965815394563695,House,Private room,Real Bed,,45.0,100.0,,365,0,,flexible,1.0,"40.47232224904169, -3.6965815394563704",True,False,True,False,True,False,False,False
1996,9740740,2015-12-01,Valdeacederas,1.0,Valdeacederas,Tetuán,28029,40.47027295128726,-3.700776359347629,Loft,Entire home/apt,Real Bed,,50.0,,20.0,267,4,10.0,moderate,1.0,"40.47027295128726, -3.7007763593476293",True,False,True,False,True,False,False,False
1997,15519091,2015-09-21,,1.0,Valdeacederas,Tetuán,28039,40.46506224107039,-3.701637913731593,Apartment,Private room,Real Bed,,52.0,,,362,0,,strict,1.0,"40.46506224107039, -3.7016379137315925",True,True,False,False,True,False,False,False
1998,6139136,2014-08-08,,1.0,Valdeacederas,Tetuán,28029,40.46480635017954,-3.700284876343913,Apartment,Private room,Real Bed,,21.0,,,362,4,8.0,flexible,1.0,"40.46480635017954, -3.7002848763439133",True,True,False,False,True,False,False,False
1999,14991237,2015-12-08,,2.0,Berruguete,Tetuán,28039,40.45538857387865,-3.702656388717375,Apartment,Entire home/apt,Real Bed,,50.0,,,216,5,8.0,flexible,1.0,"40.45538857387865, -3.702656388717375",True,False,False,False,True,False,False,False
2001,4898526,2012-04-22,Gaztambide,2.0,Gaztambide,Chamberí,28003,40.43480970396857,-3.714159312031379,Apartment,Entire home/apt,Real Bed,,60.0,200.0,30.0,298,62,9.0,moderate,1.0,"40.43480970396857, -3.714159312031379",True,True,True,False,True,False,False,False
2002,7736738,2014-08-15,Gaztambide,1.0,Gaztambide,Chamberí,28015,40.43064943282148,-3.712291583519623,Apartment,Entire home/apt,Real Bed,,100.0,300.0,80.0,300,11,10.0,moderate,1.0,"40.43064943282148, -3.712291583519623",True,True,True,False,True,False,False,False
2004,15629900,2011-08-01,Cortes,25.0,Gaztambide,Chamberí,28015,40.43180814631717,-3.713214487613103,Apartment,Entire home/apt,Real Bed,,68.0,150.0,48.0,122,1,10.0,strict,14.0,"40.431808146317174, -3.713214487613103",True,True,True,False,True,True,False,True
2005,12953620,2016-02-12,,2.0,Gaztambide,Chamberí,28015,40.431729456756784,-3.712998938342841,Apartment,Shared room,Real Bed,,50.0,100.0,,364,1,6.0,flexible,2.0,"40.431729456756784, -3.712998938342841",True,False,False,False,True,False,False,False
2006,8143880,2015-08-25,Gaztambide,3.0,Gaztambide,Chamberí,28015,40.43533945533671,-3.712865949479637,Apartment,Private room,Real Bed,,17.0,,,356,33,8.0,flexible,3.0,"40.43533945533671, -3.7128659494796366",True,False,False,False,True,False,False,False
2007,1837785,2013-10-22,Chamberí,2.0,Gaztambide,Chamberí,28015,40.43158481025373,-3.715496864606808,Apartment,Private room,Real Bed,,300.0,,,365,1,10.0,flexible,1.0,"40.43158481025373, -3.7154968646068074",True,True,True,False,True,False,False,False
2008,13195898,2016-02-23,Moncloa,32.0,Arapiles,Chamberí,28015,40.434288169841295,-3.705006630036959,Apartment,Entire home/apt,Pull-out Sofa,,50.0,150.0,,101,2,7.0,moderate,29.0,"40.434288169841295, -3.7050066300369586",True,False,True,False,True,False,False,False
2009,15369855,2016-10-05,Arapiles,1.0,Arapiles,Chamberí,28015,40.43085127209228,-3.708249879752902,Apartment,Entire home/apt,Real Bed,,65.0,,,233,4,7.0,moderate,1.0,"40.43085127209228, -3.708249879752902",True,False,True,False,True,False,False,False
2010,12812787,2015-03-09,Guindalera,2.0,Guindalera,Salamanca,28028,40.43489199837924,-3.669845595005228,Apartment,Private room,Real Bed,,20.0,90.0,20.0,0,1,10.0,flexible,1.0,"40.434891998379236, -3.6698455950052282",True,False,True,False,True,False,False,False
2012,10809653,2012-07-19,Guindalera,34.0,Guindalera,Salamanca,28028,40.43775462870081,-3.6731354850651594,Apartment,Private room,Real Bed,,19.0,,,319,10,8.0,strict,33.0,"40.43775462870081, -3.6731354850651585",True,True,True,True,True,False,False,True
2013,16400280,2016-04-13,,1.0,Guindalera,Salamanca,28028,40.43296725806538,-3.663176763123086,House,Private room,Real Bed,,70.0,,5.0,364,0,,flexible,1.0,"40.43296725806538, -3.663176763123086",True,True,False,True,True,False,False,False
2014,16867009,2017-01-20,Guindalera,1.0,Guindalera,Salamanca,28028,40.43832194230321,-3.671064683866344,Apartment,Private room,Real Bed,,25.0,,,70,4,10.0,moderate,1.0,"40.43832194230321, -3.671064683866344",True,False,True,True,True,False,False,False
2015,12124013,2013-10-02,,1.0,Guindalera,Salamanca,28028,40.43721423789656,-3.672535749387822,Apartment,Entire home/apt,Real Bed,,62.0,,,106,19,9.0,moderate,1.0,"40.43721423789656, -3.672535749387822",True,True,False,False,True,False,False,False
2016,9604122,2014-05-17,,1.0,Guindalera,Salamanca,28028,40.43530938222827,-3.667743041164581,Apartment,Entire home/apt,Real Bed,,60.0,,,261,5,10.0,flexible,1.0,"40.43530938222827, -3.6677430411645813",True,False,False,False,True,False,False,False
2017,15812097,2015-07-20,,2.0,Lista,Salamanca,28006,40.43340054146275,-3.673962895166,Apartment,Entire home/apt,Real Bed,,50.0,95.0,20.0,315,9,8.0,flexible,2.0,"40.43340054146275, -3.673962895166",True,False,False,True,True,False,False,False
2018,13646469,2016-06-22,Lista,1.0,Lista,Salamanca,28006,40.43406223163744,-3.6786494675976336,Apartment,Entire home/apt,Real Bed,,55.0,,13.0,0,0,,flexible,1.0,"40.43406223163744, -3.6786494675976336",True,False,True,True,True,False,False,False
2019,15541976,2016-10-17,Lista,1.0,Lista,Salamanca,28006,40.43004799710878,-3.672418347270765,Condominium,Entire home/apt,Real Bed,,42.0,100.0,30.0,118,16,9.0,moderate,1.0,"40.43004799710878, -3.6724183472707645",True,False,True,True,True,False,False,False
2020,15881890,2015-07-22,,1.0,Lista,Salamanca,28006,40.4346557018835,-3.6775571771455455,House,Entire home/apt,Real Bed,,98.0,,,58,23,10.0,moderate,1.0,"40.4346557018835, -3.6775571771455464",True,False,False,True,True,False,False,False
2021,17032903,2011-05-17,Malasaña,28.0,Lista,Salamanca,28006,40.432466353679445,-3.674127324856557,Apartment,Entire home/apt,Real Bed,,200.0,,160.0,70,0,,strict,28.0,"40.432466353679445, -3.674127324856557",True,True,True,False,True,True,False,True
2022,12037350,2015-05-17,Castellana,1.0,Castellana,Salamanca,28006,40.43442319566859,-3.6825730200214735,Apartment,Entire home/apt,Real Bed,,37.0,100.0,10.0,56,11,10.0,moderate,1.0,"40.43442319566859, -3.6825730200214744",True,True,True,False,True,False,False,False
2023,3327758,2014-06-15,Castellana,1.0,Castellana,Salamanca,28006,40.43631099008797,-3.687860120370482,Other,Private room,Real Bed,,39.0,,,313,6,9.0,flexible,1.0,"40.43631099008797, -3.687860120370482",True,False,True,True,True,False,False,False
2025,1882845,2013-11-04,El Viso,1.0,El Viso,Chamartín,28036,40.451157600127054,-3.689264665197416,House,Private room,Real Bed,0.0,22.0,,,209,46,10.0,strict,1.0,"40.451157600127054, -3.689264665197416",True,False,True,False,True,False,True,False
2026,5374254,2015-02-16,Aluche,1.0,Puerta del Angel,Latina,28011,40.41272819633686,-3.7326025398855456,House,Private room,Real Bed,,30.0,,,353,76,9.0,flexible,1.0,"40.41272819633686, -3.7326025398855456",True,False,True,False,True,False,False,False
2027,9247312,2014-10-10,Aluche,13.0,Lucero,Latina,28011,40.40881635352315,-3.742777614866706,Apartment,Private room,Real Bed,,20.0,,10.0,317,15,8.0,strict,8.0,"40.40881635352315, -3.7427776148667062",True,False,True,True,True,False,False,False
2028,15209435,2016-09-24,Argüelles,4.0,Lucero,Latina,28011,40.40340708039,-3.759284924925088,Apartment,Entire home/apt,Real Bed,,75.0,,30.0,320,0,,strict,4.0,"40.40340708039, -3.759284924925088",True,False,True,False,True,False,False,False
2029,17888210,2014-11-12,Aluche,8.0,Lucero,Latina,28011,40.40414534709864,-3.75637853842924,Apartment,Private room,Real Bed,,20.0,,10.0,361,0,,strict,8.0,"40.40414534709864, -3.7563785384292396",True,True,True,True,True,False,False,False
2030,4138973,2014-01-23,Aluche,1.0,Lucero,Latina,28011,40.40383081550131,-3.757751011605196,Apartment,Private room,Real Bed,,15.0,,6.0,365,7,9.0,flexible,1.0,"40.40383081550131, -3.757751011605196",True,True,True,False,True,False,False,False
2031,4780178,2014-12-09,Aluche,1.0,Aluche,Latina,28024,40.396787001696175,-3.7648477874122577,Apartment,Private room,Real Bed,,30.0,,,122,2,10.0,moderate,1.0,"40.396787001696175, -3.7648477874122577",True,True,True,False,True,False,False,False
2032,16313004,2016-12-09,,1.0,San Isidro,Carabanchel,28019,40.395796405944935,-3.736734360085561,Apartment,Entire home/apt,Real Bed,,55.0,,,66,1,,strict,1.0,"40.395796405944935, -3.736734360085561",False,False,False,True,True,False,False,False
2033,9490626,2014-07-29,,1.0,San Isidro,Carabanchel,28019,40.39861645980913,-3.7157193871726064,House,Entire home/apt,Real Bed,,70.0,150.0,40.0,65,34,9.0,moderate,1.0,"40.39861645980913, -3.7157193871726064",True,False,False,False,True,False,False,False
2034,12245167,2016-04-05,,1.0,San Isidro,Carabanchel,28019,40.39691463382573,-3.720811433282837,Apartment,Private room,Real Bed,,25.0,,,0,1,10.0,strict,1.0,"40.39691463382573, -3.720811433282837",True,True,False,False,True,False,False,False
2035,13297877,2016-01-07,Carabanchel,1.0,San Isidro,Carabanchel,28019,40.39567433881136,-3.719949112183432,Apartment,Private room,Real Bed,,13.0,,,0,0,,flexible,1.0,"40.395674338811354, -3.7199491121834316",True,False,True,True,True,False,False,False
2037,12925365,2014-11-23,Carabanchel,3.0,San Isidro,Carabanchel,28019,40.39584789528702,-3.721102789183727,Apartment,Entire home/apt,Real Bed,,39.0,100.0,,239,8,7.0,strict,3.0,"40.39584789528702, -3.721102789183727",True,True,True,False,True,False,False,False
2038,18039555,2017-03-17,Carabanchel,1.0,San Isidro,Carabanchel,28019,40.3982682054274,-3.719517581532588,Apartment,Private room,Real Bed,,20.0,,,9,0,,flexible,1.0,"40.3982682054274, -3.719517581532588",True,False,True,True,True,False,False,False
2039,1683089,2013-09-17,,1.0,San Isidro,Carabanchel,28019,40.39551225426554,-3.735180301691721,Apartment,Private room,Real Bed,,21.0,,,316,66,9.0,moderate,1.0,"40.39551225426554, -3.735180301691721",True,False,False,False,True,False,False,False
2040,16809165,2014-06-16,Carabanchel,5.0,Comillas,Carabanchel,28019,40.396449298228674,-3.712268023718203,Apartment,Private room,Real Bed,,16.0,,,98,4,9.0,flexible,2.0,"40.396449298228674, -3.712268023718203",True,True,False,False,True,False,False,False
2041,13725659,2013-03-25,Carabanchel,1.0,Comillas,Carabanchel,28019,40.39472502444582,-3.7078773011313673,Condominium,Private room,Real Bed,,35.0,150.0,5.0,88,0,,flexible,1.0,"40.39472502444582, -3.7078773011313673",True,False,True,True,True,False,False,False
2042,14245241,2016-07-17,Carabanchel,16.0,Vista Alegre,Carabanchel,28025,40.38736577230772,-3.740384275888832,Apartment,Shared room,Real Bed,,12.0,,5.0,133,7,10.0,flexible,16.0,"40.38736577230772, -3.7403842758888315",True,True,True,True,True,False,False,False
2043,5625793,2013-11-06,Justicia,18.0,Vista Alegre,Carabanchel,28047,40.38626677350425,-3.7438569954299625,Apartment,Entire home/apt,Real Bed,,45.0,,,250,8,8.0,flexible,11.0,"40.38626677350425, -3.7438569954299625",True,True,True,False,True,False,False,False
2044,9807907,2015-12-04,Carabanchel,2.0,Abrantes,Carabanchel,28025,40.37339524238625,-3.729167657389164,Condominium,Private room,Real Bed,,12.0,,,323,15,9.0,strict,2.0,"40.37339524238625, -3.7291676573891643",True,True,True,False,True,False,False,False
2045,14751089,2014-04-27,Usera,2.0,San Fermín,Usera,28041,40.37872119034275,-3.691651028930668,Apartment,Private room,Real Bed,,16.0,,,86,0,,moderate,2.0,"40.37872119034275, -3.691651028930668",True,True,True,False,True,False,True,False
2046,13870496,2016-07-06,Usera,1.0,San Fermín,Usera,28041,40.36904652164598,-3.693669062165241,Bed & Breakfast,Private room,Real Bed,,30.0,,10.0,0,0,,flexible,1.0,"40.36904652164598, -3.693669062165241",True,False,True,True,True,False,False,False
