,id,host_since,host_neighbourhood,host_total_listings_count,neighbourhood_cleansed,neighbourhood_group_cleansed,zipcode,latitude,longitude,property_type,room_type,bed_type,square_feet,price,security_deposit,cleaning_fee,availability_365,number_of_reviews,review_scores_value,cancellation_policy,calculated_host_listings_count,geolocation,profile_pic,identity_verified,location_exact,instant_bookable,license_required,guest_pic_required,superhost,guest_phone_verification
14431,2468810,2012-10-24,Malasaña,11.0,Embajadores,Centro,28012,40.41089919652911,-3.7010326587524975,Apartment,Entire home/apt,Real Bed,,60.0,150.0,20.0,309,23,7.0,strict,11.0,"40.41089919652911, -3.7010326587524984",True,False,True,True,True,False,False,False
14432,1017521,2012-12-09,Embajadores,2.0,Embajadores,Centro,28012,40.41046751492503,-3.7033750957935,Apartment,Private room,Real Bed,0.0,33.0,,,349,53,9.0,strict,1.0,"40.41046751492503, -3.7033750957934997",True,True,True,False,True,False,False,False
14433,3288902,2012-08-26,,1.0,Embajadores,Centro,28012,40.40954951001348,-3.6987918819086527,Apartment,Entire home/apt,Real Bed,,49.0,200.0,20.0,141,118,10.0,strict,1.0,"40.40954951001348, -3.6987918819086527",True,True,False,True,True,False,True,False
14434,11579149,2016-02-11,Embajadores,2.0,Embajadores,Centro,28012,40.40975993349333,-3.6944683921810815,Apartment,Private room,Real Bed,,20.0,,80.0,0,0,,flexible,2.0,"40.40975993349333, -3.6944683921810824",True,True,True,False,True,False,False,False
14435,17520570,2015-12-17,Justicia,13.0,Embajadores,Centro,28012,40.4097568121294,-3.699666614241139,Apartment,Entire home/apt,Real Bed,,42.0,150.0,30.0,286,3,9.0,strict,12.0,"40.409756812129395, -3.699666614241139",True,False,True,True,True,False,False,False
14436,5356988,2015-02-15,Embajadores,2.0,Embajadores,Centro,28012,40.41146490864325,-3.702556681856336,House,Private room,Real Bed,,52.0,,,229,96,10.0,flexible,2.0,"40.411464908643254, -3.7025566818563354",True,True,True,False,True,False,True,False
14437,6608827,2015-05-30,Embajadores,1.0,Embajadores,Centro,28012,40.40814100568788,-3.70112666494978,Apartment,Entire home/apt,Real Bed,,100.0,,,362,31,8.0,flexible,1.0,"40.40814100568788, -3.70112666494978",True,True,True,False,True,False,False,False
14438,5278909,2015-02-06,,4.0,Embajadores,Centro,28012,40.40901228711255,-3.6990527174959857,Apartment,Entire home/apt,Real Bed,,50.0,150.0,40.0,311,20,9.0,strict,2.0,"40.409012287112546, -3.6990527174959857",True,True,False,False,True,False,False,False
14439,7701883,2015-08-04,,2.0,Embajadores,Centro,28012,40.40961964239145,-3.6988660870845935,Apartment,Entire home/apt,Real Bed,,60.0,100.0,10.0,18,73,9.0,strict,2.0,"40.40961964239145, -3.6988660870845944",True,True,False,False,True,False,False,False
14440,8422607,2013-02-26,Embajadores,20.0,Embajadores,Centro,28012,40.41019607562296,-3.701450356038635,Apartment,Entire home/apt,Real Bed,,50.0,,20.0,326,54,9.0,moderate,20.0,"40.410196075622956, -3.701450356038635",True,True,True,True,True,False,False,False
14441,1639547,2013-09-08,La Latina,5.0,Embajadores,Centro,28005,40.40856107037859,-3.708218316266656,Apartment,Entire home/apt,Real Bed,,70.0,,,286,12,10.0,strict,5.0,"40.40856107037859, -3.7082183162666555",True,True,True,False,True,False,False,False
14442,14025467,2016-07-09,Embajadores,4.0,Embajadores,Centro,28012,40.40958463463899,-3.700241746239985,Apartment,Private room,Real Bed,,24.0,,,137,29,10.0,moderate,4.0,"40.40958463463899, -3.700241746239985",True,True,True,False,True,False,False,False
14443,4718925,2013-10-02,Embajadores,8.0,Embajadores,Centro,28012,40.40819271152216,-3.693929823533135,Apartment,Private room,Real Bed,,32.0,,,295,127,9.0,moderate,8.0,"40.408192711522155, -3.693929823533135",True,True,False,False,True,False,False,False
14444,2863545,2014-04-23,La Latina,2.0,Embajadores,Centro,28012,40.412562214920186,-3.7054746035067736,House,Private room,Real Bed,,23.0,80.0,10.0,155,80,9.0,moderate,2.0,"40.412562214920186, -3.7054746035067736",True,True,True,False,True,False,False,False
14446,17988323,2015-03-25,Centro,2.0,Cortes,Centro,28014,40.41186651661578,-3.696596552560989,Apartment,Private room,Real Bed,,32.0,,25.0,344,0,,flexible,2.0,"40.41186651661578, -3.696596552560989",True,True,True,True,True,False,False,False
14447,943222,2013-02-16,Cortes,3.0,Cortes,Centro,28014,40.41510192879948,-3.698055411988871,Apartment,Entire home/apt,Real Bed,0.0,76.0,,60.0,302,116,9.0,strict,3.0,"40.41510192879948, -3.698055411988871",True,True,True,False,True,False,False,True
14448,14956280,2015-03-30,Cortes,1.0,Cortes,Centro,28014,40.41798848257381,-3.697374307951963,Apartment,Entire home/apt,Real Bed,,80.0,100.0,25.0,26,7,9.0,moderate,1.0,"40.41798848257381, -3.697374307951963",True,True,True,False,True,False,False,False
14449,17948019,2015-08-16,Cortes,4.0,Cortes,Centro,28014,40.41379024424005,-3.699907518656017,Apartment,Private room,Real Bed,,36.0,92.0,12.0,94,0,,flexible,4.0,"40.41379024424005, -3.6999075186560173",True,True,True,True,True,False,False,False
14450,9874742,2015-05-26,Cortes,1.0,Cortes,Centro,28012,40.4139395848244,-3.700140124676895,Apartment,Entire home/apt,Real Bed,,90.0,,10.0,0,0,,moderate,1.0,"40.4139395848244, -3.700140124676895",True,True,True,False,True,False,False,False
14451,13050448,2016-02-09,Cortes,1.0,Cortes,Centro,28014,40.4120418705169,-3.697563942224927,Apartment,Entire home/apt,Real Bed,,99.0,250.0,40.0,62,28,9.0,strict,1.0,"40.4120418705169, -3.6975639422249267",True,True,True,True,True,False,False,False
14452,17167606,2015-02-20,Sol,40.0,Justicia,Centro,28004,40.42409500687233,-3.696633673232816,Apartment,Entire home/apt,Real Bed,,150.0,700.0,90.0,327,1,10.0,strict,37.0,"40.42409500687233, -3.6966336732328156",True,True,True,False,True,False,False,False
14453,10411992,2013-08-13,Justicia,11.0,Justicia,Centro,28004,40.4239525670299,-3.696187932025435,Apartment,Entire home/apt,Real Bed,,50.0,,20.0,211,18,8.0,strict,10.0,"40.4239525670299, -3.696187932025435",True,True,False,False,True,False,False,False
14454,9559303,2015-11-20,Justicia,5.0,Justicia,Centro,28004,40.42484980809152,-3.698390592082032,Apartment,Private room,Real Bed,,29.0,100.0,10.0,288,13,10.0,flexible,5.0,"40.424849808091516, -3.6983905920820317",True,False,False,False,True,False,True,False
14455,183353,2011-07-27,Justicia,4.0,Justicia,Centro,28004,40.42258720423627,-3.693944363849957,Apartment,Private room,Real Bed,,50.0,150.0,20.0,277,40,9.0,strict,4.0,"40.42258720423627, -3.6939443638499574",True,True,True,False,True,False,False,False
14456,17306381,2016-04-06,,1.0,Justicia,Centro,28004,40.42491227084447,-3.697020046669511,Apartment,Entire home/apt,Real Bed,,427.0,,,178,0,,flexible,1.0,"40.42491227084447, -3.6970200466695107",True,False,False,True,True,False,False,False
14457,6462525,2014-12-26,,3.0,Justicia,Centro,28004,40.423675825748575,-3.696842796856344,Apartment,Entire home/apt,Real Bed,,54.0,100.0,,63,126,10.0,strict,2.0,"40.423675825748575, -3.6968427968563438",True,False,False,True,True,False,False,False
14458,2906165,2014-03-22,Justicia,1.0,Justicia,Centro,28004,40.424358167579165,-3.696945829142885,Apartment,Entire home/apt,Pull-out Sofa,,55.0,150.0,25.0,151,93,10.0,moderate,1.0,"40.424358167579165, -3.6969458291428845",True,True,True,False,True,False,False,False
14459,13728226,2016-03-07,,2.0,Justicia,Centro,28004,40.42438343539027,-3.697399964518379,Apartment,Entire home/apt,Real Bed,,275.0,,100.0,339,10,10.0,strict,1.0,"40.42438343539027, -3.697399964518379",True,True,False,False,True,False,False,False
14460,15894069,2015-12-21,,3.0,Justicia,Centro,28004,40.42260884748185,-3.6970427141340014,Apartment,Entire home/apt,Real Bed,,127.0,,13.0,17,2,9.0,strict,3.0,"40.42260884748185, -3.6970427141340014",True,False,False,True,True,False,False,False
14461,15501758,2016-10-14,Justicia,1.0,Justicia,Centro,28004,40.42731808837229,-3.700885046775743,Other,Entire home/apt,Real Bed,,100.0,,,352,3,10.0,flexible,1.0,"40.42731808837229, -3.700885046775743",True,True,True,False,True,False,False,False
14462,16419614,2016-12-18,Justicia,1.0,Justicia,Centro,28004,40.42006883462009,-3.6968814901229297,Apartment,Entire home/apt,Real Bed,,79.0,100.0,20.0,323,1,8.0,strict,1.0,"40.42006883462009, -3.6968814901229297",True,True,True,True,True,False,False,False
14463,8331406,2015-09-11,Justicia,2.0,Justicia,Centro,28004,40.42197640960212,-3.696914015724097,Apartment,Entire home/apt,Real Bed,,115.0,105.0,20.0,325,28,9.0,strict,2.0,"40.42197640960212, -3.696914015724097",True,False,True,False,True,False,False,False
14464,5493401,2015-02-23,Justicia,3.0,Justicia,Centro,28004,40.42563375708098,-3.699633900816264,Dorm,Shared room,Real Bed,,18.0,,,361,2,8.0,strict,3.0,"40.42563375708098, -3.699633900816264",True,True,True,False,True,False,False,False
14465,5592119,2015-03-08,Justicia,1.0,Justicia,Centro,28004,40.42446704306193,-3.698244585330664,Apartment,Entire home/apt,Real Bed,,100.0,,,0,18,10.0,strict,1.0,"40.42446704306193, -3.6982445853306634",True,True,True,False,True,False,False,False
14466,158950,2011-06-30,Embajadores,1.0,Embajadores,Centro,28012,40.40780502867367,-3.703253965565408,Apartment,Entire home/apt,Real Bed,,38.0,400.0,50.0,273,14,9.0,strict,1.0,"40.40780502867367, -3.7032539655654078",True,True,True,False,True,False,False,False
14467,13037516,2016-05-15,Embajadores,1.0,Embajadores,Centro,28012,40.40985935457321,-3.699214812582552,Loft,Entire home/apt,Real Bed,,60.0,,,219,13,9.0,flexible,1.0,"40.40985935457321, -3.6992148125825524",True,False,True,False,True,False,False,False
14468,16839003,2016-11-15,Embajadores,5.0,Embajadores,Centro,28012,40.40915434884498,-3.7007205125328464,Earth House,Private room,Real Bed,,24.0,,5.0,234,2,10.0,strict,4.0,"40.40915434884498, -3.7007205125328464",True,False,False,False,True,False,True,False
14469,3861047,2014-05-08,Justicia,114.0,Embajadores,Centro,28012,40.41045364735083,-3.70716604296269,Apartment,Private room,Real Bed,,20.0,,15.0,311,2,9.0,strict,97.0,"40.41045364735083, -3.7071660429626903",True,False,True,False,True,False,False,False
14470,14150770,2016-07-23,La Latina,1.0,Embajadores,Centro,28005,40.40868291707578,-3.707888550688616,Apartment,Entire home/apt,Real Bed,,45.0,150.0,20.0,219,2,10.0,moderate,1.0,"40.40868291707578, -3.707888550688616",True,False,True,False,True,False,False,False
14471,13954704,2016-04-06,,1.0,Embajadores,Centro,28005,40.40781508029604,-3.705597032132877,Loft,Entire home/apt,Real Bed,,115.0,200.0,50.0,357,0,,strict,1.0,"40.40781508029604, -3.7055970321328764",True,True,False,False,True,False,False,False
14472,12050771,2013-02-08,Embajadores,10.0,Embajadores,Centro,28005,40.40858080695699,-3.708417206273361,Apartment,Entire home/apt,Real Bed,,49.0,,30.0,344,4,9.0,flexible,6.0,"40.40858080695699, -3.708417206273361",True,True,False,False,True,False,False,False
14473,3299761,2013-04-22,Embajadores,1.0,Embajadores,Centro,28012,40.41059022381258,-3.696594503246772,Apartment,Private room,Real Bed,,45.0,100.0,10.0,0,147,10.0,strict,1.0,"40.41059022381258, -3.6965945032467715",True,False,True,True,True,False,True,False
14474,15980723,2016-02-23,Embajadores,7.0,Embajadores,Centro,28005,40.40884140773234,-3.708015230820628,Apartment,Entire home/apt,Real Bed,,64.0,140.0,,46,6,9.0,moderate,7.0,"40.40884140773234, -3.7080152308206276",True,True,True,True,True,False,False,False
14475,13356450,2016-06-04,Embajadores,4.0,Embajadores,Centro,28012,40.40915239092022,-3.697295720263644,House,Entire home/apt,Real Bed,,51.0,100.0,25.0,285,45,10.0,strict,4.0,"40.40915239092022, -3.6972957202636443",True,True,False,True,True,False,True,False
14476,805129,2012-10-10,Embajadores,1.0,Embajadores,Centro,28012,40.409921068443566,-3.701763967506478,Apartment,Entire home/apt,Real Bed,344.0,45.0,,20.0,0,24,10.0,flexible,1.0,"40.409921068443566, -3.701763967506478",True,True,True,False,True,False,False,False
14477,18071457,2017-04-05,,2.0,Embajadores,Centro,28012,40.40717745187007,-3.700471763853801,Apartment,Private room,Real Bed,,28.0,,5.0,321,0,,flexible,2.0,"40.40717745187007, -3.7004717638538005",True,False,False,False,True,False,False,False
14478,11092119,2013-01-07,Embajadores,2.0,Embajadores,Centro,28012,40.40812768872406,-3.701874680368243,Apartment,Entire home/apt,Real Bed,,59.0,250.0,20.0,296,59,10.0,strict,2.0,"40.40812768872406, -3.701874680368243",True,True,True,True,True,False,False,False
14479,13424660,2015-01-13,,1.0,Universidad,Centro,28015,40.42719606605765,-3.707408476584666,Apartment,Private room,Real Bed,,40.0,,,81,1,,flexible,1.0,"40.427196066057654, -3.707408476584666",True,True,False,True,True,False,False,False
14480,471198,2011-11-15,Argüelles,51.0,Universidad,Centro,28004,40.42408451049312,-3.703803594048604,Apartment,Entire home/apt,Real Bed,40.0,81.0,200.0,32.0,300,13,8.0,moderate,51.0,"40.424084510493124, -3.703803594048604",True,True,True,True,True,False,False,True
14481,405677,2012-02-24,Malasaña,17.0,Universidad,Centro,28015,40.42434626583246,-3.708308225367159,Apartment,Entire home/apt,Real Bed,,95.0,150.0,40.0,332,1,8.0,strict,15.0,"40.42434626583246, -3.708308225367159",True,True,True,False,True,False,False,False
14482,9745553,2011-09-30,Malasaña,1.0,Universidad,Centro,28004,40.42597802373118,-3.704760800984508,Apartment,Entire home/apt,Real Bed,,89.0,500.0,39.0,284,20,10.0,strict,1.0,"40.42597802373118, -3.704760800984508",True,True,True,False,True,False,True,False
14483,15985820,2016-04-05,Malasaña,1.0,Universidad,Centro,28004,40.4284390330777,-3.703236010815395,Apartment,Entire home/apt,Real Bed,,55.0,150.0,20.0,135,19,10.0,moderate,1.0,"40.4284390330777, -3.703236010815395",True,False,True,True,True,False,False,False
14484,6607202,2015-05-01,Malasaña,1.0,Universidad,Centro,28015,40.42636471919964,-3.707416984479716,Apartment,Private room,Real Bed,,30.0,,,286,5,10.0,flexible,1.0,"40.42636471919964, -3.7074169844797162",True,True,True,False,True,False,False,False
14485,16186831,2014-11-17,Cortes,5.0,Universidad,Centro,28015,40.42787709003886,-3.711274492308775,Loft,Entire home/apt,Real Bed,,90.0,400.0,35.0,263,3,10.0,strict,5.0,"40.42787709003886, -3.7112744923087746",True,True,False,False,True,False,False,False
14486,17760314,2017-03-16,Malasaña,1.0,Universidad,Centro,28004,40.42353573111162,-3.702318678444048,Apartment,Entire home/apt,Real Bed,,60.0,150.0,35.0,343,0,,strict,1.0,"40.42353573111162, -3.702318678444048",True,False,True,False,True,False,False,False
14487,3341990,2013-08-20,Malasaña,3.0,Universidad,Centro,28004,40.4266797394974,-3.703207689454672,Apartment,Entire home/apt,Real Bed,,100.0,300.0,,239,85,10.0,moderate,1.0,"40.426679739497395, -3.7032076894546715",True,True,True,False,True,False,True,False
14488,17208485,2017-02-10,,1.0,Universidad,Centro,28015,40.42668694923322,-3.710062395660102,Apartment,Entire home/apt,Real Bed,,80.0,94.0,20.0,16,0,,flexible,1.0,"40.42668694923322, -3.710062395660102",False,False,False,False,True,False,False,False
14489,5436601,2015-02-23,Justicia,3.0,Universidad,Centro,28004,40.42432185456767,-3.700756695009909,Dorm,Shared room,Real Bed,,32.0,,,365,0,,strict,3.0,"40.424321854567665, -3.7007566950099093",True,True,True,False,True,False,False,False
14490,5858849,2013-10-07,Embajadores,15.0,Universidad,Centro,28004,40.426139108469926,-3.705653734943217,Apartment,Entire home/apt,Real Bed,,80.0,150.0,40.0,55,32,9.0,strict,15.0,"40.426139108469926, -3.705653734943217",True,True,True,True,True,False,False,False
14491,17262607,2017-01-10,,1.0,Universidad,Centro,28004,40.42506031255645,-3.704064141044806,Apartment,Entire home/apt,Real Bed,,62.0,100.0,,73,5,9.0,strict,1.0,"40.425060312556454, -3.704064141044806",True,False,False,False,True,False,False,False
14492,13196987,2012-09-14,La Latina,142.0,Universidad,Centro,28015,40.42387797803497,-3.708320677454873,Apartment,Entire home/apt,Real Bed,,124.0,,77.0,220,1,10.0,strict,77.0,"40.42387797803497, -3.708320677454873",True,True,False,True,True,False,False,False
14493,14569945,2015-06-24,Goya,3.0,Universidad,Centro,28004,40.42498846597062,-3.702364284991849,Apartment,Entire home/apt,Real Bed,,110.0,300.0,55.0,270,17,10.0,flexible,2.0,"40.42498846597062, -3.7023642849918486",True,True,True,False,True,False,False,False
14494,11556979,2016-03-01,Malasaña,1.0,Universidad,Centro,28015,40.42516615049822,-3.710959384008537,Apartment,Entire home/apt,Real Bed,,55.0,,,128,33,9.0,moderate,1.0,"40.42516615049822, -3.7109593840085373",True,False,True,False,True,False,False,False
14495,707670,2012-09-11,Malasaña,3.0,Universidad,Centro,28015,40.4291955495624,-3.706742610332301,Apartment,Entire home/apt,Real Bed,,70.0,100.0,,273,10,6.0,flexible,3.0,"40.4291955495624, -3.706742610332301",True,False,True,False,True,False,False,False
14496,13648498,2012-09-14,La Latina,142.0,Universidad,Centro,28013,40.42182910679871,-3.705542349340065,Apartment,Entire home/apt,Real Bed,,232.0,,77.0,1,2,10.0,strict,77.0,"40.42182910679871, -3.705542349340065",True,True,True,True,True,False,False,False
14497,868025,2013-01-03,Malasaña,1.0,Universidad,Centro,28015,40.42518086465198,-3.710373715788152,Apartment,Private room,Real Bed,0.0,28.0,,,218,1,10.0,flexible,1.0,"40.42518086465198, -3.7103737157881516",True,False,True,False,True,False,False,False
14536,5794968,2013-01-07,Embajadores,9.0,Universidad,Centro,28004,40.42422488254857,-3.704983387885345,Apartment,Entire home/apt,Real Bed,,65.0,,20.0,139,72,9.0,moderate,8.0,"40.42422488254857, -3.704983387885345",True,True,True,True,True,True,False,False
14537,6254053,2015-05-03,Malasaña,1.0,Universidad,Centro,28015,40.42669986532749,-3.708077859846616,Apartment,Entire home/apt,Real Bed,,95.0,,,328,10,8.0,flexible,1.0,"40.42669986532749, -3.7080778598466155",True,False,True,True,True,False,False,False
14538,782797,2012-11-12,Malasaña,2.0,Universidad,Centro,28004,40.42342134101258,-3.7057633585834218,Apartment,Private room,Real Bed,,40.0,,,282,24,10.0,strict,2.0,"40.42342134101258, -3.7057633585834218",True,True,True,False,True,False,True,False
14539,16021966,2014-07-01,La Latina,16.0,Universidad,Centro,28004,40.42715782944217,-3.705230053081665,House,Entire home/apt,Real Bed,,99.0,100.0,30.0,331,22,9.0,strict,16.0,"40.42715782944217, -3.705230053081665",True,True,True,True,True,False,False,False
14540,5515822,2015-01-09,,1.0,Universidad,Centro,28004,40.42388009829848,-3.7055013640560106,Loft,Entire home/apt,Real Bed,,60.0,,,36,74,10.0,moderate,1.0,"40.423880098298476, -3.7055013640560106",True,True,False,False,True,False,True,False
14541,13898797,2016-07-07,,1.0,Universidad,Centro,28004,40.42215793289054,-3.7062898364338297,Apartment,Entire home/apt,Real Bed,,45.0,,,292,0,,flexible,1.0,"40.42215793289054, -3.7062898364338297",True,False,False,False,True,False,False,False
14542,3012570,2012-07-25,Malasaña,10.0,Universidad,Centro,28004,40.42442094458089,-3.7053253254610943,Apartment,Entire home/apt,Real Bed,,71.0,250.0,35.0,230,3,9.0,moderate,5.0,"40.42442094458089, -3.7053253254610943",True,False,True,False,True,False,False,False
